Date,CLEBI
2023-12-07,878.2394409179688
2023-12-08,844.4434204101562
2023-12-11,814.7577514648438
2023-12-12,812.0175170898438
2023-12-13,813.8442993164062
2023-12-14,830.28564453125
2023-12-15,831.1990966796875
2023-12-18,803.796875
2023-12-19,776.3947143554688
2023-12-20,735.2914428710938
2023-12-21,748.0791015625
2023-12-22,718.3934326171875
2023-12-25,726.1574096679688
2023-12-26,716.1099853515625
2023-12-27,735.7481689453125
2023-12-28,751.7327880859375
2023-12-29,798.7731323242188
2024-01-02,807.4505615234375
2024-01-03,765.433837890625
2024-01-04,771.8276977539062
2024-01-05,781.41845703125
2024-01-08,800.1432495117188
2024-01-09,781.41845703125
2024-01-10,799.6865234375
2024-01-11,849.010498046875
2024-01-12,843.9866943359375
2024-01-15,840.7898559570312
2024-01-16,825.261962890625
2024-01-17,832.5691528320312
2024-01-18,843.530029296875
2024-01-19,835.7660522460938
2024-01-22,883.2631225585938
2024-01-23,884.63330078125
2024-01-24,917.9725952148438
2024-01-25,921.626220703125
2024-01-26,928.9334106445312
2024-01-29,963.6428833007812
2024-01-30,932.5870361328125
2024-01-31,923.4530029296875
2024-02-01,927.1066284179688
2024-02-02,949.0283813476562
2024-02-05,948.114990234375
2024-02-06,941.7211303710938
2024-02-07,940.8076782226562
2024-02-08,995.612060546875
2024-02-09,1058.6370849609375
2024-02-12,1051.329833984375
2024-02-13,1023.0142211914062
2024-02-14,1032.1483154296875
2024-02-15,1062.2906494140625
2024-02-16,1040.368896484375
2024-02-19,1143.583740234375
2024-02-20,1164.592041015625
2024-02-21,1252.279052734375
2024-02-22,1244.9718017578125
2024-02-23,1195.6478271484375
2024-02-26,1204.7818603515625
2024-02-27,1183.7735595703125
2024-02-28,1196.561279296875
2024-02-29,1244.058349609375
2024-03-01,1209.3489990234375
2024-03-04,1159.1116943359375
2024-03-05,1183.7735595703125
2024-03-06,1131.70947265625
2024-03-07,1150.8909912109375
2024-03-08,1181.0333251953125
2024-03-11,1176.46630859375
2024-03-12,1130.796142578125
2024-03-13,1139.9300537109375
2024-03-14,1129.8826904296875
2024-03-15,1233.0975341796875
2024-03-18,1248.6253662109375
2024-03-19,1297.035888671875
2024-03-20,1329.91845703125
2024-03-21,1448.6611328125
2024-03-22,1493.4180908203125
2024-03-25,1390.2032470703125
2024-03-26,1352.753662109375
2024-03-27,1363.7144775390625
2024-03-28,1499.81201171875
2024-03-29,1586.58544921875
2024-04-01,1744.6046142578125
2024-04-02,1648.697021484375
2024-04-03,1618.5546875
2024-04-04,1555.5296630859375
2024-04-05,1599.373046875
2024-04-08,1611.247314453125
2024-04-15,1817.677001953125
2024-04-16,1635.9093017578125
2024-04-17,1648.697021484375
2024-04-18,1592.0657958984375
2024-04-19,1615.8143310546875
2024-04-22,1570.1441650390625
2024-04-24,1592.89990234375
2024-04-25,1664.011474609375
2024-04-26,1624.18896484375
2024-04-29,1659.270751953125
2024-04-30,1738.9156494140625
2024-05-02,1700.989501953125
2024-05-03,1750.2935791015625
2024-05-06,1754.086181640625
2024-05-07,1743.656494140625
2024-05-08,1766.4122314453125
2024-05-09,1672.544921875
2024-05-10,1651.6854248046875
2024-05-13,1706.678466796875
2024-05-14,1763.5677490234375
2024-05-15,1865.020263671875
2024-05-16,1998.7100830078125
2024-05-17,2001.5545654296875
2024-05-20,2011.9842529296875
2024-05-21,1913.376220703125
2024-05-22,1903.8946533203125
2024-05-23,2093.525634765625
2024-05-24,2114.385009765625
2024-05-27,2114.385009765625
2024-05-28,2093.525634765625
2024-05-29,2090.68115234375
2024-05-30,2039.480712890625
2024-05-31,2028.1029052734375
2024-06-03,2039.480712890625
2024-06-04,2037.58447265625
2024-06-05,1917.1688232421875
2024-06-06,1895.3612060546875
2024-06-07,1952.25048828125
2024-06-10,2024.310302734375
2024-06-11,2001.5545654296875
2024-06-12,2037.58447265625
2024-06-13,2097.318115234375
2024-06-14,2016.7249755859375
2024-06-20,2217.73388671875
2024-06-21,2379.8681640625
2024-06-24,2384.609130859375
2024-06-25,2354.26806640625
2024-06-26,2359.95703125
2024-06-27,2446.239013671875
2024-06-28,2422.53515625
2024-07-01,2261.348876953125
2024-07-02,2313.49755859375
2024-07-03,2307.80859375
2024-07-04,2329.615966796875
2024-07-05,2271.778564453125
2024-07-08,2271.778564453125
2024-07-09,2308.756591796875
2024-07-10,2460.46142578125
2024-07-11,2345.734619140625
2024-07-12,2396.4609375
2024-07-16,2312.54931640625
2024-07-17,2281.26025390625
2024-07-18,2293.586181640625
2024-07-19,2286.0009765625
2024-07-22,2281.26025390625
2024-07-23,2266.089599609375
2024-07-24,2139.036865234375
2024-07-25,2102.058837890625
2024-07-26,2020.5177001953125
2024-07-29,2000.6064453125
2024-07-30,1959.835693359375
2024-07-31,1922.857666015625
2024-08-01,2015.77685546875
2024-08-02,1993.0211181640625
2024-08-05,1910.53173828125
2024-08-06,1893.4649658203125
2024-08-07,1920.01318359375
2024-08-08,1893.4649658203125
2024-08-09,1889.6722412109375
2024-08-12,1931.39111328125
